Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,pickup_hour,pickup_day,pickup_month,pickup_minute,is_weekend,pickup_day_of_week,distance_km,season_winter,season_spring,season_summer,season_autumn
33836728.0,2013-02-11 19:09:00.000000252+00:00,10.5,2013-02-11 19:09:00+00:00,-73.982085,40.771387,-73.95961,40.769445000000005,1.0,19,11,2,9,1,0,1.9049327090314097,1,0,0,0
17967628.0,2013-09-10 20:50:25.000000100+00:00,11.0,2013-09-10 20:50:25+00:00,-73.991186,40.741393,-74.00971,40.716455,2.0,20,10,9,50,1,1,3.1821134289666895,0,0,0,1
19277743.0,2014-06-04 06:49:00.000000102+00:00,39.5,2014-06-04 06:49:00.000000102+00:00,-73.78808000000001,40.642187,-73.865042,40.725997,4.0,6,4,6,49,0,2,11.356140698271853,0,0,1,0
45314451.0,2009-06-05 05:35:00.000000110+00:00,8.1,2009-06-05 05:35:00+00:00,-73.98869,40.751273,-73.95881,40.764643,3.0,5,5,6,35,0,4,2.9230196514159985,0,0,1,0
18779733.0,2011-02-19 16:31:00.000000126+00:00,5.7,2011-02-19 16:31:00+00:00,-74.010863,40.710813,-74.001205,40.718745,1.0,16,19,2,31,1,5,1.2002121842415259,1,0,0,0
16649523.0,2014-04-02 14:58:32.000000200+00:00,9.0,2014-04-02 14:58:32+00:00,-73.970164,40.765016,-73.962801,40.77478,1.0,14,2,4,58,0,2,1.2502909601091337,0,1,0,0
4147756.0,2009-01-10 22:43:36.000000700+00:00,5.4,2009-01-10 22:43:36+00:00,-73.994222,40.751229,-73.99833100000001,40.744342,1.0,22,10,1,43,1,5,0.8403949918801996,1,0,0,0
15145716.0,2012-07-12 00:59:02.000000200+00:00,3.3,2012-07-12 00:59:02+00:00,-73.982371,40.765501,-73.985248,40.762808,1.0,0,12,7,59,1,3,0.3851987079578982,0,0,1,0
41369172.0,2009-02-19 08:28:42.000000100+00:00,8.9,2009-02-19 08:28:42+00:00,-73.977137,40.779272,-73.970457,40.757972,1.0,8,19,2,28,1,3,2.434342813775855,1,0,0,0
37192633.0,2014-01-16 14:58:09.000000600+00:00,17.0,2014-01-16 14:58:09+00:00,-73.9939,40.751714,-73.958575,40.76039,1.0,14,16,1,58,1,3,3.1279052128174074,1,0,0,0
21695280.0,2015-01-04 09:17:47.000000100+00:00,12.0,2015-01-04 09:17:47+00:00,-73.97952270507811,40.72731018066406,-73.98487854003906,40.760650634765625,1.0,9,4,1,17,0,6,3.734645613940409,1,0,0,0
54858310.0,2013-05-23 10:57:00.000000198+00:00,13.5,2013-05-23 10:57:00+00:00,-73.96204300000001,40.805372,-73.988447,40.770140000000005,1.0,10,23,5,57,1,3,4.504354287329575,0,1,0,0
33899076.0,2009-10-03 18:25:00.000000186+00:00,7.7,2009-10-03 18:25:00.000000186+00:00,-73.983052,40.776055,-73.97409300000001,40.763797,1.0,18,3,10,25,0,5,1.5578986978690137,0,0,0,1
29966903.0,2011-08-15 13:55:53.000000100+00:00,13.3,2011-08-15 13:55:53+00:00,-73.9859,40.7277,-73.9825,40.7719,1.0,13,15,8,55,1,0,4.923153810340649,0,0,1,0
26382712.0,2012-05-25 03:19:00.000000630+00:00,14.9,2012-05-25 03:19:00+00:00,-73.997385,40.720822,-73.955628,40.782252,1.0,3,25,5,19,1,4,7.683147455752004,0,1,0,0
11666085.0,2012-12-09 02:12:29.000000400+00:00,7.5,2012-12-09 02:12:29+00:00,-73.937809,40.850558,-73.94445400000001,40.834959000000005,1.0,2,9,12,12,1,6,1.8223740334960772,1,0,0,0
38092793.0,2014-11-13 20:12:25.000000500+00:00,11.0,2014-11-13 20:12:25+00:00,-73.958903,40.815239,-73.980862,40.78261,1.0,20,13,11,12,1,3,4.071890589696228,0,0,0,1
1239488.0,2010-03-05 22:41:05.000000300+00:00,6.5,2010-03-05 22:41:05+00:00,-73.990305,40.756175,-74.00367800000001,40.759173,1.0,22,5,3,41,0,4,1.1746720856063888,0,1,0,0
23077019.0,2009-01-09 14:24:24.000000300+00:00,6.5,2009-01-09 14:24:24+00:00,-73.968111,40.765625,-73.980863,40.75916,1.0,14,9,1,24,1,4,1.2923801933419812,1,0,0,0
6922345.0,2009-07-10 01:01:00.000000940+00:00,5.3,2009-07-10 01:01:00+00:00,-73.98973000000001,40.734507,-74.001847,40.740387,1.0,1,10,7,1,1,4,1.2123198451318502,0,0,1,0
14960347.0,2011-10-30 11:34:39.000000300+00:00,17.3,2011-10-30 11:34:39+00:00,-73.975307,40.757499,-74.010737,40.711715000000005,3.0,11,30,10,34,1,6,5.9016354652589635,0,0,0,1
1347588.0,2011-06-22 06:20:00.000000370+00:00,6.5,2011-06-22 06:20:00+00:00,-73.997925,40.749805,-74.003443,40.754337,2.0,6,22,6,20,1,2,0.6855631370933565,0,0,1,0
22364180.0,2013-10-19 20:21:00.000000830+00:00,20.0,2013-10-19 20:21:00+00:00,-73.977453,40.785215,-73.98595,40.734955,1.0,20,19,10,21,1,5,5.634292439467108,0,0,0,1
44856422.0,2014-08-22 14:58:01.000000100+00:00,13.0,2014-08-22 14:58:01+00:00,-73.993619,40.749808,-73.992512,40.756546,2.0,14,22,8,58,1,4,0.7550116501425109,0,0,1,0
21993993.0,2014-05-05 19:27:00.000000340+00:00,6.0,2014-05-05 19:27:00+00:00,0.0,0.0,0.0,0.0,1.0,19,5,5,27,0,0,0.0,0,1,0,0
3045866.0,2013-01-02 19:16:00.000000870+00:00,5.5,2013-01-02 19:16:00+00:00,-73.968242,40.762112,-73.979687,40.765432,1.0,19,2,1,16,0,2,1.0321734773328322,1,0,0,0
23460451.0,2012-12-22 15:35:00.000000148+00:00,15.5,2012-12-22 15:35:00+00:00,-73.98994499999999,40.733990000000006,-73.95831,40.780797,1.0,15,22,12,35,1,5,5.847115069381374,1,0,0,0
53705359.0,2015-02-16 11:19:55.000000300+00:00,8.5,2015-02-16 11:19:55+00:00,-73.99765014648438,40.73622131347656,-73.9818115234375,40.76134872436523,2.0,11,16,2,19,1,0,3.09626042364891,1,0,0,0
45517946.0,2013-02-01 20:56:22.000000700+00:00,7.5,2013-02-01 20:56:22.000000700+00:00,-73.99793299999999,40.756223,-73.98152900000001,40.742386,1.0,20,1,2,56,0,4,2.068041832270027,1,0,0,0
9514003.0,2009-05-20 10:23:00.000000116+00:00,6.9,2009-05-20 10:23:00+00:00,-73.94945799999999,40.773348,-73.964993,40.76659,5.0,10,20,5,23,1,2,1.5086958059307014,0,1,0,0
53475676.0,2015-05-17 14:56:39.000000200+00:00,21.0,2015-05-17 14:56:39+00:00,-73.95431518554686,40.76970291137695,-73.9901351928711,40.75743865966797,1.0,14,17,5,56,1,6,3.3106837403031864,0,1,0,0
28370429.0,2012-06-28 20:10:44.000000200+00:00,4.1,2012-06-28 20:10:44+00:00,-73.99455400000001,40.721011,-73.989079,40.722964000000005,2.0,20,28,6,10,1,3,0.5099454931160741,0,0,1,0
48832443.0,2011-12-10 01:43:00.000000450+00:00,5.7,2011-12-10 01:43:00+00:00,-73.99096800000001,40.72757,-73.99136999999999,40.74472,1.0,1,10,12,43,1,5,1.9072937584277376,1,0,0,0
11835345.0,2009-03-11 09:31:02.000000200+00:00,19.3,2009-03-11 09:31:02+00:00,-74.013173,40.704148,-73.984285,40.754962,1.0,9,11,3,31,1,2,6.1522957730605645,0,1,0,0
41669619.0,2010-12-11 04:25:12.000000200+00:00,17.3,2010-12-11 04:25:12+00:00,-73.995721,40.767201,-73.951222,40.723918,4.0,4,11,12,25,1,5,6.100532472814074,1,0,0,0
50958489.0,2014-04-15 09:19:00.000000199+00:00,12.0,2014-04-15 09:19:00+00:00,-74.010142,40.719717,-74.013625,40.702315000000006,1.0,9,15,4,19,1,1,1.957156968890051,0,1,0,0
39891441.0,2012-04-05 20:21:06.000000700+00:00,11.3,2012-04-05 20:21:06+00:00,-73.98149599999999,40.768334,-73.95610400000001,40.804763,1.0,20,5,4,21,0,3,4.5802219559262465,0,1,0,0
21255889.0,2010-04-25 20:11:00.000000990+00:00,9.7,2010-04-25 20:11:00+00:00,-73.94984000000001,40.796042,-73.962738,40.759112,3.0,20,25,4,11,1,6,4.2476164544772566,0,1,0,0
29152955.0,2015-05-28 13:31:03.000000600+00:00,11.0,2015-05-28 13:31:03+00:00,-73.96671295166014,40.80403518676758,-73.93840026855469,40.79726791381836,1.0,13,28,5,31,1,3,2.4991455828755447,0,1,0,0
26348645.0,2015-05-21 01:35:16.000000600+00:00,3.5,2015-05-21 01:35:16+00:00,-73.97534942626955,40.75249099731445,-73.97386169433594,40.7488899230957,2.0,1,21,5,35,1,3,0.4195742643579332,0,1,0,0
11536406.0,2010-09-08 10:16:01.000000300+00:00,7.7,2010-09-08 10:16:01+00:00,-73.987383,40.721255,-73.95473299999999,40.730683,1.0,10,8,9,16,1,2,2.9443036554801694,0,0,0,1
19137375.0,2012-04-05 18:10:00.000000700+00:00,5.3,2012-04-05 18:10:00+00:00,-73.971503,40.760135,-73.961437,40.768975,1.0,18,5,4,10,0,3,1.29803428136408,0,1,0,0
11267091.0,2010-09-22 12:15:00.000000169+00:00,4.5,2010-09-22 12:15:00+00:00,-73.98192,40.761172,-74.016152,40.704765,1.0,12,22,9,15,1,2,6.903595570455703,0,0,0,1
30869427.0,2010-01-23 03:24:00.000000580+00:00,7.3,2010-01-23 03:24:00+00:00,-74.008325,40.725947,-73.988232,40.720322,1.0,3,23,1,24,1,5,1.805093407262824,1,0,0,0
46728985.0,2012-08-12 18:48:00.000000650+00:00,5.3,2012-08-12 18:48:00+00:00,-73.986465,40.755052,-73.996115,40.744817,3.0,18,12,8,48,1,6,1.3985774606880699,0,0,1,0
10442368.0,2010-03-12 12:07:38.000000200+00:00,9.3,2010-03-12 12:07:38+00:00,-73.95770999999999,40.765555,-73.97005899999999,40.762758000000005,1.0,12,12,3,7,1,4,1.0855333061488535,0,1,0,0
51116974.0,2009-04-14 11:49:40.000000400+00:00,3.7,2009-04-14 11:49:40+00:00,-73.97645899999999,40.744077,-73.983699,40.734203,1.0,11,14,4,49,1,1,1.2560027307656176,0,1,0,0
46652271.0,2014-04-27 13:02:13.000000400+00:00,4.0,2014-04-27 13:02:13+00:00,-73.950582,40.786452,-73.9575,40.776686,1.0,13,27,4,2,1,6,1.232283733752288,0,1,0,0
25431833.0,2015-04-11 08:47:47.000000100+00:00,9.5,2015-04-11 08:47:47+00:00,-73.97843170166014,40.75239944458008,-74.00042724609375,40.74211883544922,1.0,8,11,4,47,1,5,2.177181862448128,0,1,0,0
44792012.0,2011-10-03 20:29:00.000000179+00:00,4.5,2011-10-03 20:29:00+00:00,-73.990055,40.756413,-73.983047,40.756727000000005,3.0,20,3,10,29,0,0,0.5913089720406205,0,0,0,1
18571020.0,2010-04-26 03:12:44.000000100+00:00,3.3,2010-04-26 03:12:44+00:00,-73.982326,40.731314000000005,-73.989649,40.734398,1.0,3,26,4,12,1,0,0.7059199000020814,0,1,0,0
37942404.0,2011-11-18 09:51:00.000000166+00:00,30.9,2011-11-18 09:51:00+00:00,-73.995888,40.759078,-73.86500500000001,40.770452,1.0,9,18,11,51,1,4,11.095110823640908,0,0,0,1
29350780.0,2014-02-19 18:02:00.000000110+00:00,9.0,2014-02-19 18:02:00+00:00,-73.95828,40.7689,-73.97351,40.782907,5.0,18,19,2,2,1,2,2.017540513110456,1,0,0,0
30977645.0,2011-02-20 21:01:58.000000300+00:00,4.1,2011-02-20 21:01:58+00:00,-73.977633,40.753166,-73.981589,40.757359,1.0,21,20,2,1,1,6,0.573073660056064,1,0,0,0
47729464.0,2009-07-31 09:29:00.000000167+00:00,6.5,2009-07-31 09:29:00+00:00,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5.0,9,31,7,29,1,4,2.800569077150064,0,0,1,0
46435788.0,2015-05-15 18:58:16.000000100+00:00,43.0,2015-05-15 18:58:16+00:00,-73.86270141601562,40.76895904541016,-73.99909210205078,40.74182891845703,2.0,18,15,5,58,1,4,11.87774445366689,0,1,0,0
40831100.0,2015-04-21 01:38:11.000000100+00:00,6.0,2015-04-21 01:38:11+00:00,-73.95018768310547,40.71929550170898,-73.94046020507811,40.724212646484375,1.0,1,21,4,38,1,1,0.9853746921337735,0,1,0,0
5838487.0,2015-01-30 22:04:27.000000100+00:00,18.0,2015-01-30 22:04:27+00:00,-73.95474243164062,40.68746948242188,-73.98821258544923,40.73051071166992,1.0,22,30,1,4,1,4,5.555583502410186,1,0,0,0
21689516.0,2012-06-10 15:18:00.000000690+00:00,6.5,2012-06-10 15:18:00+00:00,-73.964187,40.757303,-73.98338199999999,40.743835,1.0,15,10,6,18,1,6,2.2038976300658244,0,0,1,0
40522164.0,2009-05-15 21:06:32.000000110+00:00,35.3,2009-05-15 21:06:32+00:00,-73.77674300000001,40.645374,-73.91340799999999,40.745943,1.0,21,15,5,6,1,4,16.056267511923192,0,1,0,0
2111231.0,2012-07-19 17:49:00.000000205+00:00,6.1,2012-07-19 17:49:00+00:00,-73.997893,40.735897,-74.00654300000001,40.746245,5.0,17,19,7,49,1,3,1.3620067732518348,0,0,1,0
38160009.0,2011-06-19 18:23:00.000000650+00:00,4.9,2011-06-19 18:23:00+00:00,-73.98575799999999,40.753255,-73.98142,40.746513,1.0,18,19,6,23,1,6,0.8339951625062232,0,0,1,0
26536581.0,2014-06-15 15:25:59.000000100+00:00,10.5,2014-06-15 15:25:59+00:00,-73.98860400000001,40.778445,-73.99493100000001,40.749954,1.0,15,15,6,25,1,6,3.2125544189204627,0,0,1,0
52914369.0,2012-04-25 18:17:58.000000200+00:00,8.9,2012-04-25 18:17:58+00:00,-73.997975,40.720503,-74.001847,40.737797,1.0,18,25,4,17,1,2,1.9504871655301903,0,1,0,0
17358122.0,2010-08-20 19:39:48.000000300+00:00,6.5,2010-08-20 19:39:48+00:00,0.0,0.0,0.0,0.0,1.0,19,20,8,39,1,4,0.0,0,0,1,0
55198695.0,2013-03-28 14:03:00.000000174+00:00,13.0,2013-03-28 14:03:00+00:00,-74.006395,40.749657,-73.978468,40.753897,5.0,14,28,3,3,1,3,2.3992142001337746,0,1,0,0
9147772.0,2012-01-25 00:20:00.000000140+00:00,6.9,2012-01-25 00:20:00+00:00,-73.990318,40.737122,-73.97627,40.744955,1.0,0,25,1,20,1,2,1.4694752956436283,1,0,0,0
14653045.0,2009-11-02 09:27:00.000000171+00:00,9.7,2009-11-02 09:27:00+00:00,-73.982613,40.771843,-73.978862,40.754318,2.0,9,2,11,27,0,0,1.9741320914557088,0,0,0,1
48128338.0,2009-09-12 01:47:00.000000920+00:00,10.1,2009-09-12 01:47:00+00:00,-73.980253,40.765255,-73.974253,40.731925,2.0,1,12,9,47,1,5,3.7404332859766165,0,0,0,1
8791172.0,2010-09-21 12:38:00.000000170+00:00,5.3,2010-09-21 12:38:00+00:00,-73.956158,40.781593,-73.966138,40.773645,1.0,12,21,9,38,1,1,1.2195217297895897,0,0,0,1
30203807.0,2010-09-10 16:28:00.000000450+00:00,10.5,2010-09-10 16:28:00+00:00,-73.995627,40.749295,-73.965087,40.77161,1.0,16,10,9,28,1,4,3.5739561434812805,0,0,0,1
38938355.0,2010-11-24 18:13:00.000000149+00:00,6.1,2010-11-24 18:13:00+00:00,-73.985523,40.760627,-73.98918499999999,40.774452,1.0,18,24,11,13,1,2,1.5678988052202285,0,0,0,1
40863188.0,2010-03-20 15:43:00.000000107+00:00,6.9,2010-03-20 15:43:00+00:00,0.0,0.0,0.0,0.0,2.0,15,20,3,43,1,5,0.0,0,1,0,0
53369902.0,2013-08-18 01:30:00.000000110+00:00,9.0,2013-08-18 01:30:00+00:00,-73.978163,40.74563,-73.952042,40.773192,2.0,1,18,8,30,1,6,3.7726588037335183,0,0,1,0
34326211.0,2015-01-14 21:56:18.000000100+00:00,15.0,2015-01-14 21:56:18+00:00,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4.0,21,14,1,56,1,2,2.7231820866476055,1,0,0,0
33481580.0,2014-04-21 20:40:00.000000770+00:00,7.5,2014-04-21 20:40:00+00:00,-73.976543,40.788207,-73.954575,40.777842,1.0,20,21,4,40,1,0,2.1793085139661055,0,1,0,0
27401654.0,2015-04-06 19:31:59.000000400+00:00,9.5,2015-04-06 19:31:59+00:00,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2.0,19,6,4,31,1,0,1.7086613237527408,0,1,0,0
10381393.0,2015-02-10 15:21:15.000000200+00:00,8.0,2015-02-10 15:21:15+00:00,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1.0,15,10,2,21,1,1,1.6390199715194462,1,0,0,0
27114350.0,2009-12-01 11:47:00.000000790+00:00,11.3,2009-12-01 11:47:00+00:00,-73.944435,40.778137,-73.980463,40.782295,3.0,11,1,12,47,0,1,3.068556569666043,1,0,0,0
26097408.0,2015-06-16 09:54:20.000000600+00:00,38.54,2015-06-16 09:54:20+00:00,-73.86276245117188,40.76879119873047,-73.9787368774414,40.7530403137207,6.0,9,16,6,54,1,1,9.923554941566666,0,0,1,0
20784752.0,2010-04-13 00:10:05.000000200+00:00,16.5,2010-04-13 00:10:05+00:00,-73.98715200000001,40.750756,-73.90238000000001,40.741637,1.0,0,13,4,10,1,1,7.21300705553596,0,1,0,0
30087952.0,2011-10-19 10:19:31.000000300+00:00,13.7,2011-10-19 10:19:31+00:00,-73.992956,40.754508,-73.99911800000001,40.722575,1.0,10,19,10,19,1,2,3.58854006628307,0,0,0,1
43372207.0,2010-11-15 18:45:00.000000125+00:00,8.9,2010-11-15 18:45:00+00:00,-74.00662,40.704113,-74.009975,40.735007,1.0,18,15,11,45,1,0,3.446872405459663,0,0,0,1
9127290.0,2015-02-10 05:50:51.000000100+00:00,4.0,2015-02-10 05:50:51+00:00,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5.0,5,10,2,50,1,1,0.6774814491396011,1,0,0,0
31449635.0,2010-06-01 14:13:38.000000100+00:00,4.9,2010-06-01 14:13:38+00:00,-73.968681,40.754807,-73.97859,40.756029,1.0,14,1,6,13,0,1,0.8456285888431778,0,0,1,0
31451546.0,2012-09-19 13:52:17.000000200+00:00,8.5,2012-09-19 13:52:17+00:00,-73.95854200000001,40.780734,-73.975443,40.777022,2.0,13,19,9,52,1,2,1.481727645134207,0,0,0,1
19725860.0,2011-02-14 10:17:48.000000300+00:00,3.7,2011-02-14 10:17:48+00:00,-73.980351,40.780344,-73.980011,40.785561,1.0,10,14,2,17,1,0,0.5808098221202046,1,0,0,0
5154278.0,2014-06-24 09:52:00.000000590+00:00,6.5,2014-06-24 09:52:00+00:00,-74.01512199999999,40.715795,-74.008495,40.72814,5.0,9,24,6,52,1,1,1.4819598323632237,0,0,1,0
17180598.0,2009-09-08 20:54:13.000000500+00:00,4.9,2009-09-08 20:54:13+00:00,-73.97646999999999,40.735987,-73.981563,40.728817,1.0,20,8,9,54,1,1,0.9054237089068088,0,0,0,1
19277580.0,2012-10-16 13:13:00.000000630+00:00,29.0,2012-10-16 13:13:00+00:00,-73.8709,40.7738,-73.98174200000001,40.767455,1.0,13,16,10,13,1,1,9.360768533851763,0,0,0,1
38125478.0,2010-01-29 19:26:41.000000100+00:00,6.5,2010-01-29 19:26:41+00:00,-73.985129,40.778954,-73.98058499999999,40.765687,1.0,19,29,1,26,1,4,1.524041090689461,1,0,0,0
5461708.0,2009-01-26 20:46:01.000000500+00:00,8.2,2009-01-26 20:46:01+00:00,-73.98349,40.765833,-73.96135100000001,40.768866,1.0,20,26,1,46,1,0,1.8947017168825364,1,0,0,0
7751113.0,2013-05-30 20:38:11.000000100+00:00,11.0,2013-05-30 20:38:11+00:00,-73.988536,40.753911,-73.989873,40.726236,3.0,20,30,5,38,1,3,3.0793804818073816,0,1,0,0
54642873.0,2014-01-22 21:01:18.000000400+00:00,4.5,2014-01-22 21:01:18+00:00,-73.992937,40.75778,-73.992937,40.75778,1.0,21,22,1,1,1,2,0.0,1,0,0,0
27506709.0,2013-06-08 07:24:00.000000400+00:00,4.5,2013-06-08 07:24:00+00:00,-73.992667,40.753087,-73.986788,40.761582,5.0,7,8,6,24,1,5,1.0665228872951436,0,0,1,0
17269533.0,2010-07-14 17:38:00.000000133+00:00,14.5,2010-07-14 17:38:00+00:00,0.001782,0.0073799999999999,0.000875,0.00567,1.0,17,14,7,38,1,2,0.21523469146035187,0,0,1,0
36309121.0,2015-02-18 01:55:20.000000200+00:00,7.5,2015-02-18 01:55:20+00:00,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1.0,1,18,2,55,1,2,1.659865090750596,1,0,0,0
20868327.0,2010-11-13 00:25:33.000000400+00:00,7.7,2010-11-13 00:25:33+00:00,-73.97444499999999,40.764015,-73.983595,40.744184,2.0,0,13,11,25,1,5,2.335917669657241,0,0,0,1
17545146.0,2013-05-16 22:16:45.000000400+00:00,8.0,2013-05-16 22:16:45.000000400+00:00,-73.99575899999999,40.759149,-73.991388,40.750227,3.0,22,16,5,16,1,3,1.0581957667703408,0,1,0,0
29154546.0,2011-09-14 20:56:00.000000197+00:00,10.5,2011-09-14 20:56:00+00:00,-73.981387,40.758807,-73.947467,40.779305,1.0,20,14,9,56,1,2,3.654415743731093,0,0,0,1
51762242.0,2013-01-30 18:53:09.000000500+00:00,22.0,2013-01-30 18:53:09+00:00,-73.983363,40.744282,-73.973965,40.795451,1.0,18,30,1,53,1,2,5.74451211529819,1,0,0,0
3653533.0,2012-03-02 20:16:00.000000900+00:00,4.5,2012-03-02 20:16:00+00:00,-73.98613,40.763425,-73.977522,40.765007,5.0,20,2,3,16,0,4,0.7459972944871451,0,1,0,0
32235333.0,2011-05-05 20:41:00.000000101+00:00,8.1,2011-05-05 20:41:00+00:00,-73.96494,40.775277,-73.975652,40.791703000000005,1.0,20,5,5,41,0,3,2.0370259456143107,0,1,0,0
30864447.0,2010-09-10 01:17:00.000000600+00:00,8.1,2010-09-10 01:17:00+00:00,-73.982563,40.727365,-73.953233,40.777548,1.0,1,10,9,17,1,4,6.102563365802496,0,0,0,1
49798166.0,2012-04-14 02:17:00.000000930+00:00,8.1,2012-04-14 02:17:00+00:00,-73.981785,40.763397,-74.004152,40.742437,1.0,2,14,4,17,1,5,2.9969270718325656,0,1,0,0
39400897.0,2010-09-24 12:14:00.000000890+00:00,6.5,2010-09-24 12:14:00+00:00,-73.972497,40.75278,-73.95885,40.763898,3.0,12,24,9,14,1,4,1.688067448011129,0,0,0,1
49202586.0,2014-05-28 01:00:00.000000730+00:00,14.5,2014-05-28 01:00:00+00:00,-74.005477,40.738575,-73.97272199999999,40.756735,5.0,1,28,5,0,1,2,3.4192496693076153,0,1,0,0
51452192.0,2009-05-12 10:32:00.000000154+00:00,24.0,2009-05-12 10:32:00+00:00,-73.98155799999999,40.783752,-73.900931,40.893366,1.0,10,12,5,32,1,1,13.948682332463854,0,1,0,0
12508194.0,2012-03-22 07:14:24.000000200+00:00,6.1,2012-03-22 07:14:24+00:00,-73.965017,40.764308,-73.98105699999999,40.760887,1.0,7,22,3,14,1,3,1.4034474302684439,0,1,0,0
